file,env,seed,checkpoint_tag,risk_quantile,proposal_samples,candidate_false,top_false,selection_gap,none_reward,global_risk,global_yield,reward_bin_risk,reward_bin_yield,crc_risk,crc_yield,crc_reward,accs_risk,accs_yield,accs_reward,action_match_mean,action_match_median
outputs/phase_dsrl_cpq_checkpoint_drone_10k_q92_modelbest_seed20260624_server.json,OfflineDroneCircle-v0,20260624,model_best,0.92,64,0.023494791666666667,0.030416666666666668,0.006921875000000001,0.5974160432815552,0.03013355592654424,0.9983333333333333,0.028161668839634942,0.95875,0.029343114371457153,0.9996666666666667,0.5959196090698242,0.021230624706434945,0.8870833333333333,0.5798739194869995,0.788644552230835,0.24357064068317413
