file,algo,env,seed,risk_quantile,method,block_risk,block_yield,block_realized_failure,episode_risk,episode_yield,episode_realized_failure,episode_count,episode_issued,episode_failures,mean_issued_blocks_per_episode
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,crc_style_safety_threshold,0.026959058444824463,0.8284166666666667,0.06591666666666667,0.5413793103448276,1.0,0.8689655172413793,290,290,157,34.279310344827586
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,crc_style_safety_threshold_episode_cap1,0.010344827586206896,0.024166666666666666,0.06258333333333334,0.010344827586206896,1.0,0.8413793103448276,290,290,3,1.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,crc_style_safety_threshold_episode_cap1,0.010344827586206896,0.024166666666666666,0.06825,0.010344827586206896,1.0,0.8448275862068966,290,290,3,1.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,crc_style_safety_threshold_episode_cap1,0.0034482758620689655,0.024166666666666666,0.05566666666666667,0.0034482758620689655,1.0,0.7689655172413793,290,290,1,1.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,crc_style_safety_threshold_episode_cap2,0.008620689655172414,0.04833333333333333,0.06266666666666666,0.017241379310344827,1.0,0.8413793103448276,290,290,5,2.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,crc_style_safety_threshold_episode_cap2,0.006896551724137931,0.04833333333333333,0.06833333333333333,0.013793103448275862,1.0,0.8448275862068966,290,290,4,2.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,crc_style_safety_threshold_episode_cap2,0.0017241379310344827,0.04833333333333333,0.05558333333333333,0.0034482758620689655,1.0,0.7689655172413793,290,290,1,2.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,crc_style_safety_threshold_episode_cap4,0.007758620689655172,0.09666666666666666,0.063,0.027586206896551724,1.0,0.8448275862068966,290,290,8,4.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,crc_style_safety_threshold_episode_cap4,0.006896551724137931,0.09666666666666666,0.0685,0.027586206896551724,1.0,0.8448275862068966,290,290,8,4.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,crc_style_safety_threshold_episode_cap4,0.007758620689655172,0.09666666666666666,0.05591666666666667,0.02413793103448276,1.0,0.7724137931034483,290,290,7,4.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,crc_style_safety_threshold_episode_cap8,0.013793103448275862,0.19333333333333333,0.06325,0.09655172413793103,1.0,0.8413793103448276,290,290,28,8.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,crc_style_safety_threshold_episode_cap8,0.013362068965517242,0.19333333333333333,0.06858333333333333,0.0896551724137931,1.0,0.8482758620689655,290,290,26,8.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,crc_style_safety_threshold_episode_cap8,0.01810344827586207,0.19333333333333333,0.05733333333333333,0.11379310344827587,1.0,0.7827586206896552,290,290,33,8.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,episode_accs_support_safety,0.0,0.0,0.06241666666666667,0.0,0.0,0.8379310344827586,290,0,0,0.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,episode_accs_support_safety,0.0,0.0,0.068,0.0,0.0,0.8413793103448276,290,0,0,0.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,episode_accs_support_safety,0.0,0.0,0.05566666666666667,0.0,0.0,0.7689655172413793,290,0,0,0.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,episode_crc_safety_threshold,0.0,0.0,0.06241666666666667,0.0,0.0,0.8379310344827586,290,0,0,0.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,episode_crc_safety_threshold,0.0,0.0,0.068,0.0,0.0,0.8413793103448276,290,0,0,0.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,episode_crc_safety_threshold,0.0,0.0,0.05566666666666667,0.0,0.0,0.7689655172413793,290,0,0,0.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,global_candidate_cp,0.0013227513227513227,0.063,0.0625,0.004132231404958678,0.8344827586206897,0.8413793103448276,290,242,1,2.606896551724138
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,global_candidate_cp,0.0016835016835016834,0.099,0.06816666666666667,0.007246376811594203,0.9517241379310345,0.8413793103448276,290,276,2,4.096551724137931
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,global_candidate_cp,0.0010362694300518134,0.08041666666666666,0.05566666666666667,0.0037735849056603774,0.9137931034482759,0.7689655172413793,290,265,1,3.3275862068965516
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,global_candidate_cp_episode_cap1,0.0,0.020166666666666666,0.06241666666666667,0.0,0.8344827586206897,0.8379310344827586,290,242,0,0.8344827586206897
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,global_candidate_cp_episode_cap1,0.0,0.023,0.068,0.0,0.9517241379310345,0.8413793103448276,290,276,0,0.9517241379310345
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,global_candidate_cp_episode_cap1,0.0,0.022083333333333333,0.05566666666666667,0.0,0.9137931034482759,0.7689655172413793,290,265,0,0.9137931034482759
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,global_candidate_cp_episode_cap2,0.002336448598130841,0.035666666666666666,0.0625,0.004132231404958678,0.8344827586206897,0.8413793103448276,290,242,1,1.4758620689655173
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,global_candidate_cp_episode_cap2,0.0019083969465648854,0.043666666666666666,0.06808333333333333,0.0036231884057971015,0.9517241379310345,0.8413793103448276,290,276,1,1.806896551724138
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,global_candidate_cp_episode_cap2,0.0,0.04016666666666667,0.05566666666666667,0.0,0.9137931034482759,0.7689655172413793,290,265,0,1.6620689655172414
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,global_candidate_cp_episode_cap4,0.0015290519877675841,0.0545,0.0625,0.004132231404958678,0.8344827586206897,0.8413793103448276,290,242,1,2.2551724137931033
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,global_candidate_cp_episode_cap4,0.001122334455667789,0.07425,0.06808333333333333,0.0036231884057971015,0.9517241379310345,0.8413793103448276,290,276,1,3.0724137931034483
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,global_candidate_cp_episode_cap4,0.0,0.06425,0.05566666666666667,0.0,0.9137931034482759,0.7689655172413793,290,265,0,2.6586206896551725
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,global_candidate_cp_episode_cap8,0.0013297872340425532,0.06266666666666666,0.0625,0.004132231404958678,0.8344827586206897,0.8413793103448276,290,242,1,2.593103448275862
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,global_candidate_cp_episode_cap8,0.0017226528854435831,0.09675,0.06816666666666667,0.007246376811594203,0.9517241379310345,0.8413793103448276,290,276,2,4.003448275862069
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,global_candidate_cp_episode_cap8,0.0,0.07725,0.05566666666666667,0.0,0.9137931034482759,0.7689655172413793,290,265,0,3.196551724137931
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,none_original_proposer,0.089,1.0,0.089,0.9482758620689655,1.0,0.9482758620689655,290,290,275,41.37931034482759
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,none_original_proposer,0.08766666666666667,1.0,0.08766666666666667,0.9517241379310345,1.0,0.9517241379310345,290,290,276,41.37931034482759
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,none_original_proposer,0.07225,1.0,0.07225,0.9137931034482759,1.0,0.9137931034482759,290,290,265,41.37931034482759
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,none_original_proposer_episode_cap1,0.027586206896551724,0.024166666666666666,0.06275,0.027586206896551724,1.0,0.8448275862068966,290,290,8,1.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,none_original_proposer_episode_cap1,0.027586206896551724,0.024166666666666666,0.068,0.027586206896551724,1.0,0.8413793103448276,290,290,8,1.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,none_original_proposer_episode_cap1,0.010344827586206896,0.024166666666666666,0.05558333333333333,0.010344827586206896,1.0,0.7689655172413793,290,290,3,1.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,none_original_proposer_episode_cap2,0.029310344827586206,0.04833333333333333,0.06291666666666666,0.05172413793103448,1.0,0.8482758620689655,290,290,15,2.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,none_original_proposer_episode_cap2,0.02586206896551724,0.04833333333333333,0.068,0.04827586206896552,1.0,0.8413793103448276,290,290,14,2.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,none_original_proposer_episode_cap2,0.006896551724137931,0.04833333333333333,0.05525,0.010344827586206896,1.0,0.7689655172413793,290,290,3,2.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,none_original_proposer_episode_cap4,0.03362068965517241,0.09666666666666666,0.06325,0.09655172413793103,1.0,0.8482758620689655,290,290,28,4.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,none_original_proposer_episode_cap4,0.03017241379310345,0.09666666666666666,0.06808333333333333,0.09310344827586207,1.0,0.8413793103448276,290,290,27,4.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,none_original_proposer_episode_cap4,0.022413793103448276,0.09666666666666666,0.05575,0.07241379310344828,1.0,0.7758620689655172,290,290,21,4.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,none_original_proposer_episode_cap8,0.054310344827586204,0.19333333333333333,0.06575,0.28620689655172415,1.0,0.8586206896551725,290,290,83,8.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,none_original_proposer_episode_cap8,0.05086206896551724,0.19333333333333333,0.06941666666666667,0.2620689655172414,1.0,0.8551724137931035,290,290,76,8.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,none_original_proposer_episode_cap8,0.03577586206896552,0.19333333333333333,0.05658333333333333,0.21724137931034482,1.0,0.7896551724137931,290,290,63,8.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,oracle_residual_label,0.0,1.0,0.0,0.0,1.0,0.0,290,290,0,41.37931034482759
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,oracle_residual_label,0.0,1.0,0.0,0.0,1.0,0.0,290,290,0,41.37931034482759
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,oracle_residual_label,0.0,1.0,0.0,0.0,1.0,0.0,290,290,0,41.37931034482759
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,rank_bin_ucb,0.0,0.0,0.06241666666666667,0.0,0.0,0.8379310344827586,290,0,0,0.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,rank_bin_ucb,0.0,0.0,0.068,0.0,0.0,0.8413793103448276,290,0,0,0.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,rank_bin_ucb,0.0,0.0,0.05566666666666667,0.0,0.0,0.7689655172413793,290,0,0,0.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,reward_bin_ucb_20,0.02701443875174662,0.53675,0.0635,0.4068965517241379,1.0,0.8586206896551725,290,290,118,22.21034482758621
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,reward_bin_ucb_20,0.03505103923256672,0.6775833333333333,0.063,0.5793103448275863,1.0,0.8724137931034482,290,290,168,28.03793103448276
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,reward_bin_ucb_20,0.031503579952267304,0.52375,0.05425,0.40344827586206894,1.0,0.8241379310344827,290,290,117,21.67241379310345
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,reward_bin_ucb_20_episode_cap1,0.017241379310344827,0.024166666666666666,0.06266666666666666,0.017241379310344827,1.0,0.8379310344827586,290,290,5,1.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,reward_bin_ucb_20_episode_cap1,0.006896551724137931,0.024166666666666666,0.06766666666666667,0.006896551724137931,1.0,0.8413793103448276,290,290,2,1.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,reward_bin_ucb_20_episode_cap1,0.013793103448275862,0.024166666666666666,0.05566666666666667,0.013793103448275862,1.0,0.7689655172413793,290,290,4,1.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,reward_bin_ucb_20_episode_cap2,0.01896551724137931,0.04833333333333333,0.06258333333333334,0.034482758620689655,1.0,0.8379310344827586,290,290,10,2.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,reward_bin_ucb_20_episode_cap2,0.010344827586206896,0.04833333333333333,0.06741666666666667,0.020689655172413793,1.0,0.8413793103448276,290,290,6,2.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,reward_bin_ucb_20_episode_cap2,0.017241379310344827,0.04833333333333333,0.05558333333333333,0.034482758620689655,1.0,0.7689655172413793,290,290,10,2.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,reward_bin_ucb_20_episode_cap4,0.02327586206896552,0.09666666666666666,0.06258333333333334,0.08275862068965517,1.0,0.8482758620689655,290,290,24,4.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,reward_bin_ucb_20_episode_cap4,0.02413793103448276,0.09666666666666666,0.06783333333333333,0.08620689655172414,1.0,0.8448275862068966,290,290,25,4.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,reward_bin_ucb_20_episode_cap4,0.023316062176165803,0.0965,0.05541666666666667,0.08620689655172414,1.0,0.7827586206896552,290,290,25,3.9931034482758623
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260624_server.json,coptidice,OfflineCarCircle-v0,20260624,0.92,reward_bin_ucb_20_episode_cap8,0.02547495682210708,0.193,0.06316666666666666,0.1793103448275862,1.0,0.8586206896551725,290,290,52,7.9862068965517246
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260625_server.json,coptidice,OfflineCarCircle-v0,20260625,0.92,reward_bin_ucb_20_episode_cap8,0.03103448275862069,0.19333333333333333,0.067,0.21379310344827587,1.0,0.8517241379310345,290,290,62,8.0
outputs\phase_dsrl_episode_capsweep_proxy_coptidice_car_q92_modelbest_seed20260626_server.json,coptidice,OfflineCarCircle-v0,20260626,0.92,reward_bin_ucb_20_episode_cap8,0.02610966057441253,0.1915,0.05558333333333333,0.17586206896551723,1.0,0.7931034482758621,290,290,51,7.924137931034482
outputs\phase_dsrl_episode_capsweep_proxy_cpq_car_q92_modelbest_seed20260624_server.json,cpq,OfflineCarCircle-v0,20260624,0.92,accs_v0_support_safety,0.020627236371290256,0.7918333333333333,0.0545,0.4586206896551724,1.0,0.8344827586206897,290,290,133,32.765517241379314
outputs\phase_dsrl_episode_capsweep_proxy_cpq_car_q92_modelbest_seed20260625_server.json,cpq,OfflineCarCircle-v0,20260625,0.92,accs_v0_support_safety,0.029610655737704918,0.8133333333333334,0.059583333333333335,0.593103448275862,1.0,0.8586206896551725,290,290,172,33.6551724137931
outputs\phase_dsrl_episode_capsweep_proxy_cpq_car_q92_modelbest_seed20260626_server.json,cpq,OfflineCarCircle-v0,20260626,0.92,accs_v0_support_safety,0.017288064986461155,0.8001666666666667,0.05425,0.4206896551724138,1.0,0.8379310344827586,290,290,122,33.110344827586204
outputs\phase_dsrl_episode_capsweep_proxy_cpq_car_q92_modelbest_seed20260624_server.json,cpq,OfflineCarCircle-v0,20260624,0.92,accs_v0_support_safety_episode_cap1,0.0034482758620689655,0.024166666666666666,0.05466666666666667,0.0034482758620689655,1.0,0.8241379310344827,290,290,1,1.0
outputs\phase_dsrl_episode_capsweep_proxy_cpq_car_q92_modelbest_seed20260625_server.json,cpq,OfflineCarCircle-v0,20260625,0.92,accs_v0_support_safety_episode_cap1,0.010344827586206896,0.024166666666666666,0.05725,0.010344827586206896,1.0,0.8482758620689655,290,290,3,1.0
outputs\phase_dsrl_episode_capsweep_proxy_cpq_car_q92_modelbest_seed20260626_server.json,cpq,OfflineCarCircle-v0,20260626,0.92,accs_v0_support_safety_episode_cap1,0.0,0.024166666666666666,0.0515,0.0,1.0,0.8275862068965517,290,290,0,1.0
outputs\phase_dsrl_episode_capsweep_proxy_cpq_car_q92_modelbest_seed20260624_server.json,cpq,OfflineCarCircle-v0,20260624,0.92,accs_v0_support_safety_episode_cap2,0.006896551724137931,0.04833333333333333,0.05483333333333333,0.013793103448275862,1.0,0.8241379310344827,290,290,4,2.0
