seed,candidate_false,top_selected_false,audit_candidate_false,audit_top_selected_false,method,risk,yield,reward,fallback,episode_violation,file
20260624,0.055014322916666664,0.06558333333333333,0.05926215277777778,0.0801111111111111,none_original_proposer,0.06558333333333333,1.0,0.6215842962265015,0.0,0.06558333333333333,phase_dsrl_car_official_k64_q93_bonus05_server.json
20260624,0.055014322916666664,0.06558333333333333,0.05926215277777778,0.0801111111111111,global_candidate_cp,0.05390529442600035,0.9538333333333333,0.620684027671814,0.04616666666666667,0.06816666666666667,phase_dsrl_car_official_k64_q93_bonus05_server.json
20260624,0.055014322916666664,0.06558333333333333,0.05926215277777778,0.0801111111111111,reward_bin_ucb_20,0.029009998591747643,0.59175,0.6120280623435974,0.40825,0.06316666666666666,phase_dsrl_car_official_k64_q93_bonus05_server.json
20260624,0.055014322916666664,0.06558333333333333,0.05926215277777778,0.0801111111111111,crc_style_safety_threshold,0.019208245490747247,0.7115,0.6125068068504333,0.2885,0.06666666666666667,phase_dsrl_car_official_k64_q93_bonus05_server.json
20260624,0.055014322916666664,0.06558333333333333,0.05926215277777778,0.0801111111111111,accs_v0_support_safety,0.01631788739412058,0.669,0.6108474135398865,0.331,0.06525,phase_dsrl_car_official_k64_q93_bonus05_server.json
20260624,0.055014322916666664,0.06558333333333333,0.05926215277777778,0.0801111111111111,oracle_residual_label,0.0,1.0,0.6213427186012268,0.0,0.0,phase_dsrl_car_official_k64_q93_bonus05_server.json
20260625,0.059170572916666664,0.07416666666666667,0.058569444444444445,0.07011111111111111,none_original_proposer,0.07416666666666667,1.0,0.6250630617141724,0.0,0.07416666666666667,phase_dsrl_car_official_k64_q93_bonus05_seed20260625_server.json
20260625,0.059170572916666664,0.07416666666666667,0.058569444444444445,0.07011111111111111,global_candidate_cp,0.06519298851567222,0.9650833333333333,0.6245317459106445,0.034916666666666665,0.076,phase_dsrl_car_official_k64_q93_bonus05_seed20260625_server.json
20260625,0.059170572916666664,0.07416666666666667,0.058569444444444445,0.07011111111111111,reward_bin_ucb_20,0.03794539565016196,0.7203333333333334,0.6211158037185669,0.2796666666666667,0.07083333333333333,phase_dsrl_car_official_k64_q93_bonus05_seed20260625_server.json
20260625,0.059170572916666664,0.07416666666666667,0.058569444444444445,0.07011111111111111,crc_style_safety_threshold,0.03273871983210913,0.7941666666666667,0.620076060295105,0.20583333333333334,0.073,phase_dsrl_car_official_k64_q93_bonus05_seed20260625_server.json
20260625,0.059170572916666664,0.07416666666666667,0.058569444444444445,0.07011111111111111,accs_v0_support_safety,0.025730866090003284,0.7610833333333333,0.6191163063049316,0.23891666666666667,0.07225,phase_dsrl_car_official_k64_q93_bonus05_seed20260625_server.json
20260625,0.059170572916666664,0.07416666666666667,0.058569444444444445,0.07011111111111111,oracle_residual_label,0.0,1.0,0.6248619556427002,0.0,0.0,phase_dsrl_car_official_k64_q93_bonus05_seed20260625_server.json
20260626,0.04832291666666667,0.0635,0.05735069444444445,0.06733333333333333,none_original_proposer,0.0635,1.0,0.6112922430038452,0.0,0.0635,phase_dsrl_car_official_k64_q93_bonus05_seed20260626_server.json
20260626,0.04832291666666667,0.0635,0.05735069444444445,0.06733333333333333,global_candidate_cp,0.054270233078180095,0.9689166666666666,0.6107145547866821,0.031083333333333334,0.06608333333333333,phase_dsrl_car_official_k64_q93_bonus05_seed20260626_server.json
20260626,0.04832291666666667,0.0635,0.05735069444444445,0.06733333333333333,reward_bin_ucb_20,0.03336238018175028,0.6694166666666667,0.6047255992889404,0.33058333333333334,0.05925,phase_dsrl_car_official_k64_q93_bonus05_seed20260626_server.json
20260626,0.04832291666666667,0.0635,0.05735069444444445,0.06733333333333333,crc_style_safety_threshold,0.02269503546099291,0.76375,0.6048719882965088,0.23625,0.06475,phase_dsrl_car_official_k64_q93_bonus05_seed20260626_server.json
20260626,0.04832291666666667,0.0635,0.05735069444444445,0.06733333333333333,accs_v0_support_safety,0.015751907457543686,0.6771666666666667,0.6017096042633057,0.32283333333333336,0.06091666666666667,phase_dsrl_car_official_k64_q93_bonus05_seed20260626_server.json
20260626,0.04832291666666667,0.0635,0.05735069444444445,0.06733333333333333,oracle_residual_label,0.0,1.0,0.6110903024673462,0.0,0.0,phase_dsrl_car_official_k64_q93_bonus05_seed20260626_server.json
