file,env,seed,checkpoint_tag,risk_quantile,proposal_samples,candidate_false,top_false,selection_gap,none_reward,global_risk,global_yield,reward_bin_risk,reward_bin_yield,crc_risk,crc_yield,crc_reward,accs_risk,accs_yield,accs_reward,action_match_mean,action_match_median,policy_logp_mean
outputs/phase_dsrl_coptidice_checkpoint_ball_10k_q92_modelbest_seed20260624_server.json,OfflineBallCircle-v0,20260624,model_best,0.92,96,0.06153255208333333,0.06533333333333333,0.003800781249999996,0.7942774891853333,0.05332061730535807,0.9611666666666666,0.05273329652125897,0.6036666666666667,0.03565655605210612,0.8764166666666666,0.7874408960342407,0.029414810978767476,0.8045833333333333,0.7787890434265137,0.0983172133564949,0.08445186913013458,-329.4597473144531
